"datasetNO","ID","gender","age","ethnic","edu","SES","objSES","subSES","abroad","abroad_c","abroad_t","FD1","SD2","UP3","FW4","FD5","SD6","UP7","FW8","FD9","SD10","UP11","FW12","FD13","SD14","UP15","FW16","FD17","SD18","UP19","UP20","FW21","SD22","FW23","SD24","UP25","FW26","UP27","BFI1","BFI2","BFI3","BFI4","BFI5","BFI6","BFI7","BFI8","BFI9","BFI10","BFI11","BFI12","BFI13","BFI14","BFI15","BFI16","BFI17","BFI18","BFI19","BFI20","BFI21","BFI22","BFI23","BFI24","BFI25","BFI26","BFI27","BFI28","BFI29","BFI30","BFI31","BFI32","BFI33","BFI34","BFI35","BFI36","BFI37","BFI38","BFI39","BFI40","BFI41","BFI42","BFI43","BFI44","BFI45","BFI46","BFI47","BFI48","BFI49","BFI50","BFI51","BFI52","BFI53","BFI54","BFI55","BFI56","BFI57","BFI58","BFI59","BFI60","MLOC1","MLOC2","MLOC3","MLOC4","MLOC5","MLOC6","MLOC7","MLOC8","MLOC9","MLOC10","MLOC11","MLOC12","MLOC13","MLOC14","MLOC15","MLOC16","MLOC17","MLOC18","MLOC19","MLOC20","MLOC21","MLOC22","MLOC23","MLOC24","FD","SD","UP","FW"
9,6293,"女","2002.07","汉族","本科（含本科在读）",20000,5,7,"否","","",1,4,1,5,1,5,1,4,5,4,1,5,1,5,1,5,4,5,1,5,5,4,5,5,1,5,1,5,5,1,5,1,5,5,1,5,5,1,1,5,1,5,5,1,5,1,5,5,1,1,5,1,1,5,1,5,1,5,5,5,1,5,1,1,5,1,1,5,1,5,5,1,5,1,1,4,1,1,5,5,1,1,5,5,1,1,5,2,-3,2,3,3,-3,2,2,2,3,1,-3,-2,-3,2,2,3,3,2,-3,3,2,2,-3,2.4,4.57142857142857,1.5,4.85714285714286
9,6241,"女","1999.09","汉族","硕士（含硕士在读）",5000,5,4,"否","","",2,2,2,2,1,3,4,4,2,2,4,3,2,4,4,4,3,4,4,4,2,2,4,4,2,4,4,2,4,1,4,1,4,4,2,5,4,2,1,4,1,4,5,1,4,3,4,2,2,1,4,1,2,4,1,4,2,4,4,4,2,4,2,2,4,2,4,4,2,4,4,2,2,2,1,4,2,5,4,5,2,2,4,4,1,1,4,1,-1,-2,-1,1,-1,-1,-1,2,1,-1,-1,1,-1,-1,1,-2,-1,1,1,2,1,2,-2,2,3,3.5,3.28571428571429
9,6163,"女","2001.1","汉族","本科（含本科在读）",36000,5,6,"否","","",2,1,2,5,2,4,5,4,1,2,4,5,2,4,5,4,2,5,4,5,4,3,4,5,4,5,4,2,5,1,5,2,4,5,2,5,4,2,1,4,2,5,4,2,5,2,4,4,2,1,5,1,2,5,2,4,1,4,5,5,2,5,2,1,5,2,5,5,2,5,4,2,4,2,1,4,2,2,4,5,2,1,4,5,2,1,5,2,-2,-3,3,2,-2,-3,-1,3,-2,-3,-1,-3,-2,-1,-2,-3,2,3,-2,3,-2,3,-1,1.8,3.42857142857143,4.125,4.42857142857143
9,661,"男","2002.09","汉族","本科（含本科在读）",8000,5,4,"否","","",2,4,4,2,2,3,4,4,2,2,4,4,2,4,4,5,2,5,4,4,3,4,5,2,3,4,4,4,5,2,4,2,4,5,2,4,4,4,1,5,2,4,5,1,4,2,2,4,4,2,5,3,1,4,2,5,2,4,5,4,2,3,2,1,4,2,4,5,2,5,4,2,5,1,2,4,2,2,5,4,2,3,5,4,2,1,4,2,-2,-1,-1,2,-2,1,-1,2,-2,-2,2,-2,-2,-3,1,-1,1,3,2,2,2,3,-2,2,3.42857142857143,3.875,3.85714285714286
9,6227,"女","2000.01","汉族","硕士（含硕士在读）",15000,6,6,"否","","",2,4,4,3,2,2,3,3,3,2,4,4,2,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,5,2,4,2,4,5,2,4,5,2,1,5,3,4,3,1,4,2,3,3,2,1,3,2,1,4,2,2,2,4,5,4,2,4,2,1,4,1,3,4,4,4,3,2,2,1,2,4,2,3,4,4,2,2,4,4,2,2,4,1,-1,-1,-1,2,-1,-2,-1,2,1,-2,-1,-1,-2,-2,-1,-2,-2,1,1,1,1,2,-2,2.4,3.42857142857143,3.75,3.71428571428571
9,657,"男","2001.12.20","汉族","本科（含本科在读）",13500,6,5,"否","","",2,3,2,3,1,2,4,2,2,2,4,3,2,3,4,4,2,5,4,3,4,3,4,2,2,3,4,4,4,3,4,3,4,5,2,4,3,2,1,5,1,3,2,1,4,3,3,3,1,1,4,3,1,4,2,4,2,3,4,4,1,3,1,2,4,1,3,4,1,4,4,2,4,2,1,4,2,3,4,4,2,2,4,4,2,2,3,1,-1,2,1,1,-2,-1,-1,2,1,-2,1,-3,-2,-1,1,-1,1,2,1,2,-1,2,-2,1.8,2.85714285714286,3.375,3.28571428571429
9,617,"男","2002.09","汉族","本科（含本科在读）",18500,4,5,"否","","",1,4,1,5,1,4,1,5,2,4,1,5,1,5,1,5,5,5,1,5,5,4,5,5,1,4,1,5,5,1,5,1,5,5,1,5,5,1,1,5,1,5,5,1,5,1,5,5,1,1,5,1,1,5,1,5,1,5,5,5,1,5,1,1,5,1,5,5,1,5,5,1,5,1,1,5,1,1,5,5,1,1,5,5,1,1,5,3,-2,3,3,3,-3,-2,2,2,3,3,-3,3,2,3,3,3,1,1,-3,3,3,3,-3,2,4.42857142857143,1.5,4.85714285714286
9,6137,"男","2001.02","汉族","本科（含本科在读）",8,4,4,"否","","",3,4,3,4,2,4,3,5,4,4,4,5,2,4,4,5,3,5,4,3,4,4,5,4,3,4,3,2,4,2,4,2,4,5,2,4,4,2,1,4,2,4,2,1,4,2,4,3,1,2,4,2,2,5,2,4,2,3,5,4,2,4,2,1,4,2,4,4,2,5,4,2,2,1,1,2,2,2,4,4,2,2,3,4,2,1,4,3,-1,1,3,2,-1,-2,2,2,2,1,-1,-1,1,1,1,2,3,2,-1,2,1,2,-1,2.8,4.14285714285714,3.375,4.57142857142857
9,6285,"男","2001.1","汉族","本科（含本科在读）",6000,4,4,"否","","",2,3,2,2,2,2,3,4,2,3,4,4,2,4,3,4,4,5,4,3,2,4,4,4,2,4,4,4,4,4,3,4,3,4,4,4,3,2,2,4,2,3,3,2,4,4,2,3,2,3,3,2,4,4,3,4,3,4,5,5,4,2,2,2,4,3,4,4,3,4,5,3,5,2,2,2,2,3,4,4,2,3,4,4,3,2,3,1,-1,-1,2,1,-1,-1,-1,2,1,-1,-2,-1,-1,-1,1,-1,1,1,-1,2,1,2,-1,2.4,3.57142857142857,3.125,3.42857142857143
9,6114,"男","200308","汉族","本科（含本科在读）",6000,4,4,"否","","",2,2,4,4,1,2,5,4,2,1,2,4,1,4,3,5,2,4,4,3,5,5,4,2,2,4,4,4,4,2,5,2,5,4,2,5,5,2,1,5,2,4,2,1,5,2,4,4,1,2,5,4,1,4,1,5,2,2,5,5,2,5,2,1,5,2,4,4,1,5,4,2,4,1,2,5,2,2,5,4,1,2,5,4,1,2,5,3,-2,-3,1,2,-3,-1,-1,2,2,-2,-3,-2,-3,-1,-1,-3,2,3,-1,3,-1,3,-3,1.6,2.85714285714286,3.375,4.28571428571429
9,6246,"女","2001.09","汉族","硕士（含硕士在读）",6000,5,5,"否","","",2,1,2,4,2,3,4,5,2,2,5,3,2,4,4,5,4,4,4,5,4,2,4,2,3,4,4,4,4,2,3,2,3,4,4,4,4,2,3,4,2,4,5,2,4,4,3,2,1,4,3,2,1,4,2,2,4,2,4,4,4,4,2,2,3,4,3,2,2,5,4,3,4,2,2,2,2,4,5,5,2,4,4,4,2,2,2,-2,1,-1,-2,-2,1,-1,-1,2,2,-1,-2,1,-2,-1,-1,-1,-2,1,-2,2,1,3,-1,2.4,2.57142857142857,3.875,4.14285714285714
9,6200,"女","1999.1","汉族","硕士（含硕士在读）",15000,6,6,"否","","",4,4,4,2,3,4,4,4,4,4,4,4,2,5,3,5,4,4,4,5,4,5,5,4,4,2,3,4,4,2,4,2,4,4,4,3,5,1,3,4,2,5,2,2,4,5,5,4,2,2,5,5,2,4,3,4,3,4,4,4,4,4,2,4,3,1,2,4,4,4,4,2,5,4,2,2,1,3,4,5,2,5,4,5,2,2,4,1,2,2,1,-1,-1,1,1,3,2,1,1,1,-2,1,1,-2,1,2,1,2,1,2,-1,3.4,4.28571428571429,3.875,3.71428571428571
9,683,"男","1999.08","汉族","本科（含本科在读）",6000,8,7,"是","法国","6个月",4,5,3,3,2,5,4,5,3,4,5,5,2,5,4,5,4,3,4,5,4,4,5,3,5,4,4,4,5,2,4,1,4,5,1,4,2,5,1,5,2,4,5,3,4,2,5,3,1,4,5,2,1,4,3,5,2,5,4,3,2,4,4,2,5,1,5,5,3,4,5,1,4,1,2,3,1,3,4,5,2,1,4,5,2,1,4,2,3,-2,-3,1,-2,3,-1,1,3,-3,-1,2,-1,-2,2,2,-1,3,-3,2,-1,3,-2,3,4.14285714285714,4.25,4.42857142857143
9,6143,"男","2001.6","汉族","本科（含本科在读）",20000,7,7,"是","西班牙","3个月",1,2,3,4,1,3,4,3,1,2,4,5,1,4,4,5,3,4,4,4,4,4,4,3,3,4,4,4,4,2,4,2,4,4,2,5,2,1,2,4,2,3,4,2,5,3,3,3,2,2,4,2,2,4,2,2,2,4,4,5,2,4,2,2,4,2,4,4,2,4,4,2,4,1,2,1,1,3,4,5,2,1,5,5,2,2,4,3,2,1,1,3,1,-2,2,3,1,2,-1,2,1,2,1,1,2,-1,2,1,1,2,2,1.4,3.14285714285714,3.75,4.14285714285714
9,6312,"女","200207","汉族","本科（含本科在读）",12000,6,5,"否","","",1,4,4,5,1,2,4,5,1,2,5,4,2,4,4,5,4,5,4,3,5,5,4,1,2,4,3,4,5,1,5,2,5,4,1,5,4,1,2,5,2,4,4,1,5,2,4,2,1,2,5,4,2,5,1,4,1,4,5,4,1,4,2,1,5,2,5,5,2,5,4,1,4,1,2,4,2,4,5,4,1,2,4,5,1,2,5,2,-1,-1,1,3,-3,-1,-2,3,1,-2,-2,-3,-2,-2,1,-2,3,3,-1,3,-2,2,-2,1.8,3.28571428571429,3.625,4.57142857142857
9,6104,"女","2001.05","汉族","本科（含本科在读）",22000,6,5,"否","","",1,2,2,5,1,1,5,4,1,2,4,5,2,4,5,4,2,5,4,5,4,2,5,1,1,5,4,5,4,1,5,2,5,4,1,5,4,4,2,5,1,4,1,2,5,2,1,2,1,1,5,2,2,5,2,5,1,2,5,4,1,4,1,1,5,2,4,5,1,4,5,1,5,1,2,5,2,5,4,4,1,2,5,4,1,2,4,-3,-1,-2,-2,2,-3,-2,-1,3,1,-3,-1,-3,-1,-3,-1,-2,3,1,-3,3,-1,1,-3,1.4,2.42857142857143,3.75,4.57142857142857
9,6202,"女","2002.06","汉族","本科（含本科在读）",20000,6,6,"否","","",2,3,4,3,2,3,4,5,2,3,5,5,2,4,4,5,3,4,4,3,3,4,5,5,4,4,5,4,5,3,3,2,4,5,4,3,4,2,2,4,5,4,3,1,3,4,4,3,2,2,2,4,2,4,2,1,2,3,5,4,4,3,2,3,4,5,4,4,2,4,2,2,5,2,2,2,2,4,4,4,5,3,4,5,2,5,5,2,2,1,2,1,2,1,-2,3,2,-1,-1,2,2,-1,2,-1,-1,1,2,1,-1,2,-1,2.2,3.71428571428571,4.125,4.28571428571429
9,6142,"男","1999.08","汉族","本科（含本科在读）",20000,4,4,"否","","",1,3,2,3,1,3,4,5,3,3,4,4,2,4,2,5,4,4,4,5,5,2,4,3,3,4,3,2,4,3,2,4,2,4,3,4,4,4,2,4,2,3,4,2,3,4,2,2,3,2,2,2,2,4,3,4,2,5,4,4,3,2,4,4,3,2,3,4,3,3,4,3,2,4,3,2,4,4,4,3,2,2,3,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,3.14285714285714,3.375,4.28571428571429
9,6324,"女","1999.07","汉族","硕士（含硕士在读）",15000,5,5,"否","","",3,4,3,3,2,2,3,3,3,3,2,3,3,4,3,4,4,4,3,4,2,4,4,2,3,2,2,4,4,2,4,2,4,4,3,4,5,3,2,4,2,4,4,2,4,3,4,3,2,2,4,3,2,4,2,4,2,2,4,4,3,4,2,3,4,3,3,3,2,4,4,2,3,2,2,3,2,3,4,4,3,2,3,3,2,2,4,1,-1,-1,-1,1,1,-1,-1,2,1,-1,2,2,1,-1,1,-1,-1,1,2,2,-1,1,-1,3,3.28571428571429,2.875,3
9,6211,"男","2002.1","汉族","本科（含本科在读）",15000,4,4,"否","","",2,3,2,2,2,4,3,4,3,4,4,3,3,5,3,4,4,4,3,4,3,3,4,4,3,2,3,3,4,2,3,2,4,4,3,4,4,2,2,4,4,4,4,2,4,4,4,2,3,2,3,2,3,4,2,4,2,4,4,4,4,4,4,4,4,4,4,3,2,3,3,2,4,2,2,2,3,4,4,4,4,2,4,4,2,2,3,1,-1,1,1,2,1,-1,1,2,1,1,-1,1,-3,-1,1,-1,-1,-1,1,2,1,1,-1,2.8,3.85714285714286,3.125,3.14285714285714
9,6306,"女","2000.02","汉族","本科（含本科在读）",15000,4,5,"否","","",2,4,2,4,2,4,3,5,2,2,4,5,2,4,4,5,4,4,4,5,4,4,5,3,2,4,4,4,4,2,5,2,5,4,4,5,4,2,2,4,2,5,2,2,4,3,2,4,3,2,5,4,2,4,2,3,2,4,4,4,4,3,3,2,5,2,4,4,3,4,5,2,4,2,2,4,2,2,4,4,2,3,4,5,2,3,5,2,-1,-1,-1,2,-2,-3,1,3,1,-2,1,-3,-2,-1,2,-2,1,2,-1,2,1,1,-2,2.4,3.57142857142857,3.5,4.57142857142857
9,675,"女","1999.02","汉族","硕士（含硕士在读）",10000,6,6,"否","","",2,4,4,4,1,4,5,4,3,3,5,4,1,4,3,4,3,5,4,4,3,4,4,4,2,4,3,2,5,2,4,2,4,5,2,3,4,2,2,4,2,4,4,1,4,4,2,1,1,1,4,2,2,4,2,4,2,4,4,4,2,4,2,2,4,2,3,4,1,4,4,2,2,1,1,3,2,4,4,4,2,2,4,4,2,2,4,2,-2,1,2,2,1,-1,-1,2,2,-1,-1,1,-1,-2,-1,1,1,1,1,3,-1,2,-2,2,4,3.75,3.85714285714286
9,6231,"男","2003.06","汉族","本科（含本科在读）",6000,6,5,"否","","",2,4,1,4,1,4,4,5,1,4,5,4,2,5,4,5,2,4,4,2,4,4,5,4,2,5,4,4,5,1,4,2,5,4,2,4,5,2,1,4,2,5,2,1,5,2,5,4,2,1,4,2,1,4,2,5,2,2,5,4,2,5,2,1,5,2,5,5,2,4,5,1,4,1,2,4,1,2,5,4,2,1,5,4,1,2,4,2,-1,-3,2,2,-2,-3,-2,3,-2,-3,-2,-2,-1,-1,-3,-3,1,2,-2,2,-2,2,-2,1.6,4.14285714285714,3.25,4.57142857142857
9,6204,"女","2004.08","汉族","本科（含本科在读）",12000,5,5,"是","英国","6",2,4,2,4,1,3,3,4,2,3,4,4,2,5,3,5,2,5,3,4,3,2,4,3,2,3,3,2,4,5,2,4,2,4,4,3,2,4,3,2,4,2,4,2,2,4,2,2,2,4,3,2,4,4,4,2,4,4,4,2,4,2,4,3,2,4,4,3,4,2,2,4,2,3,4,2,2,4,4,3,4,2,2,2,3,4,2,2,-1,-2,-1,-1,1,-1,-2,2,1,-1,1,1,-2,-2,-1,-2,2,2,-2,2,-2,3,-2,1.8,3.57142857142857,3,3.85714285714286
9,6100,"男","2002.08","汉族","本科（含本科在读）",7000,4,5,"是","马来西亚","8个月",2,3,3,4,1,4,3,4,3,2,3,4,3,4,3,4,2,4,3,3,2,3,5,3,3,4,2,4,5,2,2,4,3,4,2,2,4,3,2,4,2,3,4,2,4,2,3,2,2,3,4,2,2,4,2,4,3,3,4,5,2,3,3,2,5,2,4,3,3,4,3,3,4,2,1,3,3,4,4,3,3,2,3,3,1,3,3,2,-2,-2,1,1,-1,2,2,2,-2,2,-1,1,-1,2,1,1,-1,2,1,2,-1,1,-2,2.2,3.28571428571429,2.875,3.85714285714286
9,6297,"男","2002.07","汉族","本科（含本科在读）",10000,4,4,"否","","",2,2,3,3,2,3,4,5,2,2,2,5,2,3,4,5,3,2,4,4,4,4,5,4,2,3,4,5,5,3,4,1,5,5,4,3,4,2,1,5,1,4,1,1,3,3,4,4,2,1,4,3,1,5,3,5,2,3,5,3,2,4,2,2,3,2,3,5,1,5,5,2,5,2,2,5,2,2,5,3,1,3,5,5,3,2,4,1,-1,1,2,1,-1,-1,2,-1,1,1,-1,1,1,1,2,-1,1,1,-1,2,2,2,-1,2.2,2.85714285714286,3.375,4.28571428571429
9,625,"女","2004.02","汉族","本科（含本科在读）",3500,6,6,"否","","",4,4,2,2,3,3,3,4,4,4,4,2,3,4,3,5,4,3,4,5,3,4,4,4,3,2,3,4,4,3,2,2,2,5,3,2,4,4,1,4,3,3,3,1,2,4,2,1,2,3,4,4,2,4,2,4,1,4,4,4,5,4,3,1,4,4,2,4,3,5,3,2,4,2,3,2,2,4,5,4,3,4,4,5,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,3.71428571428571,3.375,3.14285714285714
9,6313,"女","1997.07","汉族","本科（含本科在读）",5000,5,4,"否","","",4,4,4,4,2,4,4,5,5,3,4,4,2,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,2,4,3,4,4,1,4,3,2,2,4,3,4,4,2,4,4,4,4,2,2,4,2,2,4,2,4,2,2,4,4,4,4,3,3,4,4,4,4,3,4,4,2,4,2,2,2,2,2,4,4,4,3,4,4,2,2,4,1,1,1,1,1,2,-1,2,2,2,2,1,1,1,-1,2,-1,1,2,-1,2,1,2,2,3.4,3.71428571428571,4,4.28571428571429
9,6184,"男","1997.01","汉族","硕士（含硕士在读）",5000,4,5,"否","","",3,3,3,3,2,2,4,4,3,3,2,3,3,4,3,4,4,4,3,4,4,4,4,3,3,3,3,4,4,2,4,2,4,4,2,4,4,3,2,4,2,4,4,2,4,3,4,3,2,2,4,3,2,4,2,4,2,4,4,4,2,4,2,2,4,2,4,4,2,4,4,2,4,2,2,2,2,2,4,4,2,2,4,4,2,2,4,-1,-1,-1,-1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3.28571428571429,3.125,3.57142857142857
9,6129,"女","2000.1","汉族","硕士（含硕士在读）",13000,3,3,"否","","",2,3,2,2,2,1,2,4,4,2,3,2,2,4,2,4,4,4,4,4,2,4,4,4,4,3,3,3,4,3,4,3,2,4,2,4,4,2,3,4,1,2,4,1,4,4,2,1,2,2,4,2,4,4,1,4,2,4,5,5,4,3,4,2,4,3,3,3,4,4,5,4,2,2,1,4,4,5,5,5,4,4,4,4,4,3,2,-1,1,-1,2,2,1,-2,1,2,-1,1,-1,1,-2,-1,1,-2,1,2,-1,2,-1,2,-1,2.8,3.14285714285714,3,3
9,605,"男","2000","汉族","本科（含本科在读）",20000,7,4,"否","","",1,4,3,1,2,1,4,4,1,3,4,2,1,4,3,3,4,4,1,5,3,4,3,2,2,1,4,4,4,2,4,5,5,4,4,4,5,2,2,4,1,5,4,2,4,2,2,2,1,4,5,1,1,4,5,4,2,5,2,4,2,2,2,4,4,2,4,4,4,4,5,2,4,4,2,4,4,2,5,4,2,4,4,4,4,2,4,2,-2,-2,-3,1,1,-2,3,3,-1,-1,3,3,2,3,3,-3,-3,-2,3,3,2,2,2,1.8,3.14285714285714,3.25,2.42857142857143
9,6226,"男","200409","汉族","本科（含本科在读）",10000,5,5,"否","","",4,4,3,4,2,4,2,4,3,4,2,4,2,4,2,5,4,4,3,4,5,4,5,5,4,4,2,4,5,2,4,2,4,5,2,5,4,2,2,5,3,5,5,2,4,2,4,4,2,2,4,2,2,5,2,5,2,4,5,5,2,4,2,2,4,2,5,4,2,4,5,2,4,2,2,2,2,2,4,4,2,3,5,4,2,2,5,2,-1,-2,-1,2,-2,2,-2,2,2,-1,-1,-2,-2,-1,-1,-2,2,3,-1,2,3,3,-1,3,4.14285714285714,2.75,4.42857142857143
9,682,"男","2002.06","汉族","本科（含本科在读）",26000,6,4,"否","","",2,2,1,2,1,3,4,5,2,1,4,5,2,2,4,5,4,4,4,4,5,1,4,2,3,4,5,4,3,2,4,3,4,4,1,4,4,2,2,4,1,3,2,2,4,2,3,2,3,1,3,2,2,3,2,4,1,1,4,3,2,3,2,1,4,1,4,4,2,4,4,1,4,2,1,4,3,2,3,5,1,3,4,4,2,2,3,1,-3,-1,-3,3,-3,-1,-2,3,2,-3,-1,-2,-1,-3,-1,-3,3,2,-3,3,-3,2,-3,2.2,2.14285714285714,3.625,4.28571428571429
9,6203,"男","1999.08","汉族","本科（含本科在读）",15000,6,5,"否","","",2,2,1,3,1,2,4,4,2,1,5,4,1,4,4,5,3,4,5,4,4,2,4,1,4,5,2,4,5,2,4,1,5,5,2,5,4,2,1,5,2,4,2,1,4,3,4,1,2,2,4,2,2,4,2,4,1,4,5,4,2,5,2,2,5,2,4,5,1,5,5,2,4,2,1,2,1,4,5,5,2,1,5,5,2,1,4,2,-1,-2,-1,-1,1,-1,-3,3,1,-2,-1,-1,-2,-3,-1,-1,-1,2,-1,3,-2,2,1,1.8,2.28571428571429,3.625,4.14285714285714
9,6314,"男","2002.01","汉族","本科（含本科在读）",11000,6,8,"否","","",4,5,5,4,5,4,5,4,3,5,5,4,5,3,4,4,5,4,5,4,5,4,5,4,5,4,3,4,5,3,4,1,5,5,2,4,5,2,1,4,2,5,5,2,5,4,4,4,1,5,4,2,2,4,2,5,2,4,5,4,5,5,4,2,4,5,5,5,2,4,5,2,4,2,1,3,3,4,5,4,2,2,4,5,4,5,4,3,-1,2,2,2,3,2,3,2,3,-1,-2,2,1,2,2,2,3,3,2,2,1,3,2,4.4,4.14285714285714,4.5,4.28571428571429
9,163,"女","2001.08","汉族","本科（含本科在读）",8000,5,5,"否","","",2,4,3,4,1,2,4,5,3,4,4,4,1,4,4,5,2,4,3,4,5,4,5,4,3,4,3,4,5,3,5,4,4,5,3,4,4,2,1,4,3,4,5,1,3,3,2,3,2,2,5,4,4,4,3,4,3,3,4,5,3,3,2,3,4,3,4,4,2,4,5,3,4,2,2,3,5,3,4,4,2,4,4,5,3,4,5,2,2,-1,2,1,2,1,-1,1,1,2,2,1,1,2,2,1,2,1,2,1,2,3,2,1.8,3.71428571428571,3.5,4.57142857142857
9,676,"男","2000.02","汉族","本科（含本科在读）",20000,6,6,"否","","",1,2,2,4,1,1,5,4,1,2,1,5,2,5,4,5,1,5,2,4,5,1,4,1,2,5,4,5,4,2,5,4,5,4,2,5,5,1,2,5,1,4,2,1,5,2,1,2,1,1,4,5,1,4,1,5,5,2,4,5,2,1,4,1,5,1,4,5,1,4,5,4,4,1,2,5,4,5,4,5,1,5,4,5,2,1,2,-3,-1,-3,-1,3,-3,-3,-3,2,3,-3,-2,-1,-3,-3,-2,-1,3,3,-3,3,-1,3,-3,1.2,2.42857142857143,3,4.57142857142857
9,6155,"男","2003.9","汉族","本科（含本科在读）",10000,2,2,"是","美国","3个月",1,1,1,2,2,2,4,5,1,2,4,2,2,2,4,5,4,4,4,5,2,3,4,2,2,2,4,5,4,2,5,1,5,5,1,5,5,1,1,5,3,5,2,1,5,1,5,3,1,1,4,2,1,4,2,4,1,2,5,5,1,5,2,4,5,2,4,5,4,5,4,2,5,4,1,1,1,3,4,5,2,2,5,3,2,2,4,1,-2,-2,2,2,2,-2,-2,2,-1,2,-2,2,-2,-2,1,2,1,2,-2,2,-1,2,-2,2,2.28571428571429,3.5,3.14285714285714
