"datasetNO","ID","gender","age","ethnic","edu","SES","objSES","subSES","abroad","abroad_c","abroad_t","FD1","SD2","UP3","FW4","FD5","SD6","UP7","FW8","FD9","SD10","UP11","FW12","FD13","SD14","UP15","FW16","FD17","SD18","UP19","UP20","FW21","SD22","FW23","SD24","UP25","FW26","UP27","BFI1","BFI2","BFI3","BFI4","BFI5","BFI6","BFI7","BFI8","BFI9","BFI10","BFI11","BFI12","BFI13","BFI14","BFI15","BFI16","BFI17","BFI18","BFI19","BFI20","BFI21","BFI22","BFI23","BFI24","BFI25","BFI26","BFI27","BFI28","BFI29","BFI30","BFI31","BFI32","BFI33","BFI34","BFI35","BFI36","BFI37","BFI38","BFI39","BFI40","BFI41","BFI42","BFI43","BFI44","BFI45","BFI46","BFI47","BFI48","BFI49","BFI50","BFI51","BFI52","BFI53","BFI54","BFI55","BFI56","BFI57","BFI58","BFI59","BFI60","MLOC1","MLOC2","MLOC3","MLOC4","MLOC5","MLOC6","MLOC7","MLOC8","MLOC9","MLOC10","MLOC11","MLOC12","MLOC13","MLOC14","MLOC15","MLOC16","MLOC17","MLOC18","MLOC19","MLOC20","MLOC21","MLOC22","MLOC23","MLOC24","FD","SD","UP","FW"
9,6187,"男","2004.08","汉族","本科（含本科在读）",7000,5,4,"否","","",3,2,3,3,2,4,3,3,4,2,2,3,3,2,2,3,2,2,3,1,3,2,3,2,3,4,2,2,3,2,4,5,2,3,1,2,3,3,2,4,3,3,2,1,4,3,2,2,1,3,2,4,2,3,2,4,3,3,1,4,3,4,3,2,1,1,2,2,3,1,2,2,4,1,3,2,3,2,1,4,3,4,2,3,3,5,2,-1,1,-2,-1,-1,-2,-1,1,1,2,1,1,-1,-1,1,1,-1,1,-1,-1,-1,1,1,1,2.8,2.28571428571429,2.375,3.14285714285714
9,6334,"女","1999.01","汉族","硕士（含硕士在读）",8000,4,5,"否","","",3,4,4,2,3,2,1,2,1,3,3,2,2,4,2,2,4,4,2,4,3,4,4,3,2,2,2,2,4,3,2,3,4,5,4,4,5,4,2,4,3,4,4,1,3,4,2,1,2,3,4,3,3,4,2,4,2,3,3,2,4,3,2,2,4,4,3,2,3,4,4,2,3,2,2,2,2,4,1,4,2,4,3,4,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,3.42857142857143,2.5,2.42857142857143
9,618,"男","2003.0619","汉族","本科（含本科在读）",18000,5,5,"是","新加坡","13个月",1,3,1,5,1,3,4,5,2,3,3,4,2,3,4,5,4,4,4,3,4,4,5,4,2,3,4,4,3,2,4,1,4,3,2,4,4,2,1,4,2,4,4,2,3,4,3,2,1,1,3,2,2,3,1,4,2,2,4,3,4,3,2,1,4,3,4,4,2,4,3,1,4,1,2,4,1,3,4,5,3,2,4,5,2,3,4,2,-1,-2,2,2,-2,-1,-1,3,1,-1,-1,-2,-1,-1,1,-2,2,2,-1,1,-1,2,-1,2,3.42857142857143,3.125,4.42857142857143
9,671,"男","2002.09","汉族","本科（含本科在读）",20000,7,8,"否","","",4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,4,4,3,4,4,3,3,4,4,4,4,4,4,4,2,3,4,2,4,4,4,3,5,4,1,2,3,5,5,5,1,4,5,5,5,3,5,4,4,4,4,5,4,4,4,4,4,4,5,4,5,4,4,5,3,4,4,5,3,4,3,4,4,5,4,4,5,5,5,4,3,4,3,-3,2,-1,-1,-2,-1,2,2,3,2,-1,1,3,2,3,1,3,1,1,1,3,2,1,3.8,3.57142857142857,3.75,3.85714285714286
9,6154,"女","2001.08","壮族","本科（含本科在读）",7000,5,5,"否","","",3,4,4,4,2,3,5,5,3,4,5,4,2,5,4,5,4,5,4,4,4,4,5,3,4,4,5,2,4,3,5,2,4,4,5,5,5,2,3,4,3,4,5,2,3,4,4,2,2,4,4,2,5,3,4,3,2,5,4,2,3,4,3,3,4,5,4,2,3,4,4,2,1,3,4,2,2,4,4,4,4,2,3,3,4,2,4,2,1,-1,1,2,-1,-1,-2,-1,1,-2,1,-2,-1,-2,1,-2,1,2,-1,2,-1,2,1,2.8,4,4.375,4.42857142857143
9,6270,"女","199508","汉族","硕士（含硕士在读）",5000,4,3,"否","","",2,2,1,2,1,2,4,5,2,1,3,3,2,4,4,4,2,1,4,4,2,5,5,4,2,2,2,2,5,2,3,5,3,5,2,4,4,4,2,4,2,2,5,2,4,5,1,1,2,2,2,4,4,4,2,4,4,4,2,2,5,2,5,2,4,4,3,2,3,4,5,2,2,2,4,2,4,5,4,4,5,4,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,2.71428571428571,3,3.28571428571429
9,6212,"男","2001.09","汉族","本科（含本科在读）",10000,4,4,"否","","",4,4,3,2,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,3,4,3,2,1,5,4,5,2,2,2,4,4,2,2,4,2,2,4,4,4,4,1,4,4,4,4,3,2,4,4,3,4,2,2,2,4,4,4,4,4,4,3,4,4,4,3,3,4,3,1,3,4,2,2,2,4,4,4,4,4,4,4,3,3,3,1,2,2,1,1,3,-1,2,2,3,2,-1,2,2,-1,-1,-1,-2,-1,-1,2,2,2,-3,4,3.57142857142857,3.75,2.85714285714286
9,6111,"男","200207","汉族","本科（含本科在读）",12000,6,5,"否","","",2,2,4,2,3,2,4,5,2,2,4,3,3,3,4,5,2,4,4,4,5,3,4,3,3,3,4,4,4,2,4,2,4,5,2,4,4,2,2,4,2,4,4,2,4,2,4,4,2,2,4,2,2,4,2,4,2,2,4,4,2,4,2,2,4,2,4,4,2,4,5,2,4,2,2,4,2,2,4,4,2,2,4,5,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,2.71428571428571,3.875,3.85714285714286
9,659,"男","1999.08","汉族","硕士（含硕士在读）",12000,3,4,"否","","",3,4,3,4,4,3,5,4,3,3,4,2,4,5,4,4,3,4,4,3,4,5,4,3,3,2,4,3,5,3,3,4,4,5,4,3,3,4,2,4,3,3,4,1,3,4,3,2,3,3,2,4,3,4,3,3,5,4,4,3,5,3,4,3,4,5,4,3,2,4,3,4,3,2,2,1,3,4,5,4,4,5,3,4,2,3,3,1,2,-1,1,-2,1,1,2,1,2,-1,-1,2,1,2,3,1,-3,1,-1,2,1,1,-2,3.4,3.85714285714286,3.75,3.42857142857143
9,611,"女","2003.03","汉族","本科（含本科在读）",18,6,6,"否","","",2,1,2,5,2,2,4,5,2,2,5,4,1,4,5,4,2,4,4,5,4,2,4,2,5,4,5,5,4,1,4,2,4,5,1,5,4,2,2,5,1,5,2,1,5,1,5,4,1,1,5,2,2,5,1,5,1,2,5,4,1,5,2,1,5,2,3,5,2,5,4,2,4,1,2,5,2,2,5,5,1,2,5,5,2,2,5,3,-2,-1,3,2,-1,-1,-2,2,-1,-2,-2,-2,-3,-1,-1,-2,3,2,1,2,-1,3,-2,1.8,2.42857142857143,4.375,4.28571428571429
9,6102,"男","2003.01","汉族","本科（含本科在读）",10000,4,4,"否","","",4,5,3,2,1,4,4,4,2,4,5,4,1,4,5,5,2,4,4,4,2,4,4,3,2,2,4,4,4,2,4,2,4,4,2,4,4,2,2,4,2,4,4,2,4,2,5,2,2,2,4,2,2,3,2,4,1,3,4,4,2,5,2,2,4,2,4,5,2,4,5,1,4,2,1,2,2,2,4,5,2,1,4,4,2,2,4,2,-1,-1,2,1,-2,2,-1,2,2,-2,-1,-2,-1,-1,-1,-2,1,2,-2,1,2,2,-1,2,4,3.875,3.28571428571429
9,6275,"男","2001.03","汉族","本科（含本科在读）",15000,6,5,"否","","",3,4,2,5,2,3,3,4,2,4,2,4,3,4,2,4,5,4,2,4,4,4,3,4,3,4,2,4,4,2,4,3,4,5,4,5,5,4,2,5,3,4,4,2,5,3,4,4,3,2,3,3,3,4,3,2,2,3,4,5,5,4,3,2,5,4,5,4,2,4,4,3,3,4,1,2,2,4,5,4,4,2,4,5,3,2,3,1,2,2,-1,2,1,1,2,2,1,2,1,1,-1,1,2,-1,-1,1,2,2,1,2,-2,3,3.85714285714286,2.5,4
9,6331,"女","2000.05","汉族","硕士（含硕士在读）",20000,6,6,"否","","",2,2,2,2,2,2,2,4,2,2,2,4,2,4,2,4,4,4,2,4,3,4,4,2,3,4,3,2,4,2,4,2,2,4,3,3,4,3,2,4,2,2,4,2,4,4,4,2,2,2,2,3,3,4,2,4,4,4,4,4,4,4,3,2,4,4,3,4,2,4,4,3,2,2,2,2,2,4,4,4,4,3,3,4,2,2,2,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-2,-2,1,1,2,-2,1,-2,2.4,2.85714285714286,2.5,3.57142857142857
9,6234,"男","2002.06","汉族","本科（含本科在读）",5000,3,4,"否","","",2,2,2,3,2,2,2,4,2,2,2,2,2,4,2,4,2,2,4,4,3,3,4,2,2,4,2,4,4,2,4,4,3,4,4,3,3,3,4,4,3,4,2,2,4,3,2,3,2,2,4,2,2,3,2,4,3,2,3,3,3,2,2,2,4,2,2,3,3,3,4,2,2,2,2,2,2,2,3,4,3,2,2,3,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.42857142857143,2.5,3.42857142857143
9,6150,"男","2003.1","汉族","本科（含本科在读）",5000,3,3,"否","","",3,4,2,2,2,4,4,5,4,3,4,2,2,4,4,5,4,4,4,4,4,4,5,4,4,4,5,2,4,3,4,3,4,4,3,4,4,2,2,4,2,4,3,2,4,4,2,3,2,2,3,4,2,4,3,4,2,5,4,4,2,4,3,2,4,2,4,4,2,4,4,2,3,2,3,4,3,4,4,4,2,3,4,4,3,2,4,1,-1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,2,1,-1,3,3.85714285714286,3.875,3.85714285714286
9,2313,"男","1996.1","汉族","硕士（含硕士在读）",10000,5,6,"否","","",4,4,4,2,3,2,4,4,3,4,4,2,4,5,4,4,4,4,4,5,3,5,4,4,4,3,4,3,5,1,3,1,5,5,2,2,4,2,4,4,2,5,5,1,5,4,5,2,4,2,3,1,4,4,5,5,1,5,4,5,5,5,4,3,5,5,4,3,5,4,4,2,4,3,2,2,2,4,4,5,4,1,3,4,2,2,5,2,1,1,-1,3,2,-1,-1,2,2,-2,3,3,-1,-1,-1,-1,-1,-1,3,3,1,2,2,3.6,4,4.125,3.14285714285714
9,666,"男","2000.06","汉族","本科（含本科在读）",8000,3,2,"否","","",3,4,3,3,4,2,5,4,3,3,4,2,3,4,4,4,5,3,4,3,5,5,4,3,3,2,4,3,5,3,3,4,4,5,4,3,3,3,2,4,3,3,5,2,3,5,3,1,2,3,2,3,3,4,3,3,4,4,5,4,5,3,4,3,4,3,4,3,2,4,4,4,3,2,1,2,3,4,5,4,4,3,4,5,3,3,2,1,1,-1,2,-3,1,-1,1,1,2,1,-1,2,1,-1,2,1,-3,1,-1,2,1,1,-3,3.6,3.42857142857143,3.75,3.42857142857143
9,6326,"女","1997.07","汉族","硕士（含硕士在读）",5000,3,3,"否","","",2,3,1,2,2,2,5,5,2,2,4,2,1,4,4,5,3,4,4,3,2,4,5,4,3,2,4,1,4,4,1,3,1,4,4,2,5,5,1,3,4,2,3,2,2,4,3,1,1,2,4,2,4,3,2,1,4,3,3,2,4,2,2,3,2,4,2,2,3,3,1,4,1,5,3,2,3,5,4,4,3,3,2,5,3,4,3,-1,1,-1,-2,-2,3,-2,2,2,1,-1,-2,3,2,1,-1,1,-3,-2,1,3,-2,-1,-3,2,3.28571428571429,3.5,3.28571428571429
9,685,"男","2000.08","汉族","本科（含本科在读）",8000,3,3,"否","","",3,4,3,3,4,2,4,5,3,3,4,2,3,4,4,4,5,4,4,3,4,5,4,3,2,2,4,3,5,2,3,4,4,5,4,3,3,3,2,4,3,3,4,2,4,3,2,2,2,3,2,4,3,4,3,4,4,4,5,4,4,3,4,3,4,4,3,3,2,4,3,5,3,2,3,2,4,4,5,4,4,4,4,3,2,3,3,1,2,-1,1,-2,1,-1,2,2,1,-1,-1,3,1,2,3,1,-3,1,-1,2,1,1,-2,3.6,3.57142857142857,3.5,3.42857142857143
9,6316,"男","20010302","汉族","本科（含本科在读）",8000,5,6,"否","","",3,4,4,4,2,3,4,4,3,2,4,4,2,4,5,5,4,4,4,4,2,4,5,3,4,5,4,4,4,3,4,2,5,4,3,4,2,2,2,5,2,4,3,1,4,4,4,4,2,2,4,2,2,4,3,4,1,4,5,4,2,4,2,4,5,2,4,4,4,5,4,2,4,2,2,3,2,4,4,5,2,1,4,5,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,3.42857142857143,4.125,4.14285714285714
9,6339,"女","1998.1","汉族","硕士（含硕士在读）",2000,2,1,"否","","",5,3,4,2,3,2,3,5,5,4,4,2,2,5,3,5,5,5,3,5,2,5,5,5,5,1,3,1,4,5,1,3,2,3,5,1,2,5,2,2,5,2,3,2,1,5,4,1,3,5,1,5,5,1,5,1,5,5,5,1,5,5,3,3,1,3,3,1,3,3,2,3,1,5,4,2,2,5,3,3,4,4,1,3,3,3,1,2,2,2,1,-3,1,2,1,1,2,2,1,1,1,1,1,3,-2,-1,-1,2,2,1,2,4,4.14285714285714,3.75,3.14285714285714
9,6278,"女","2000.05","汉族","硕士（含硕士在读）",8000,4,3,"否","","",2,2,4,2,2,1,2,5,4,2,1,3,2,4,1,5,4,4,2,5,2,4,5,2,2,3,2,3,1,2,2,4,4,3,5,2,2,5,4,4,2,4,2,4,3,4,3,2,4,4,2,1,4,3,4,2,3,4,2,2,4,2,4,3,2,3,4,2,2,4,3,4,4,4,5,2,2,5,3,2,3,1,2,2,3,2,2,-2,1,-2,-1,-2,2,3,-1,2,2,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2.8,2.71428571428571,2.375,3.57142857142857
9,6105,"男","2004.08","汉族","本科（含本科在读）",8000,4,5,"否","","",2,1,4,3,1,3,4,5,1,2,3,5,2,1,4,5,4,5,4,4,5,2,5,2,1,3,4,4,5,1,4,1,5,4,2,5,4,2,3,4,2,5,2,1,4,2,4,3,3,2,5,2,2,4,1,5,2,2,4,5,2,4,2,1,4,2,5,4,2,5,5,2,4,2,1,4,1,2,4,5,2,1,4,5,2,1,4,2,-2,-3,1,2,-1,-1,-2,2,1,-2,-1,-2,-3,-2,-3,-3,2,-2,-1,2,-2,3,-1,2,2.28571428571429,3.5,4.42857142857143
9,615,"男","2003.06","汉族","本科（含本科在读）",12000,4,5,"否","","",2,4,3,4,2,4,4,4,3,3,4,4,2,3,4,4,3,4,4,3,3,2,4,3,4,2,4,3,4,2,3,2,4,3,2,4,4,2,2,4,2,4,4,2,4,3,3,2,2,3,4,3,2,4,2,4,2,4,4,4,3,3,2,1,4,3,4,4,2,3,4,2,4,2,2,3,2,4,4,4,3,2,4,5,2,2,4,1,1,-1,2,1,-1,-1,-1,2,1,-1,-1,-1,-3,-1,2,-1,-1,2,2,2,-1,1,-1,2.4,3.28571428571429,3.75,3.57142857142857
9,629,"男","2003.03","汉族","本科（含本科在读）",9500,3,4,"否","","",2,4,4,2,2,3,4,5,3,3,4,4,2,3,4,5,3,4,4,4,4,2,4,4,4,2,4,4,5,2,4,2,5,3,2,4,4,2,1,4,2,4,4,2,5,2,3,2,1,2,4,3,1,3,2,4,2,3,4,5,3,4,3,2,4,2,3,4,2,5,5,2,3,2,2,3,2,3,4,5,2,2,4,5,2,2,4,2,1,1,2,-1,-1,-1,1,2,1,1,-1,1,-1,-1,2,1,-2,1,2,2,2,-1,-1,2.4,3.28571428571429,4,3.71428571428571
9,651,"女","2003.1.24","汉族","大专（含大专毕业或未毕业）",6000,4,5,"是","美国","6",2,3,3,2,1,3,4,5,3,3,4,4,3,4,3,5,4,4,5,4,3,4,5,4,3,3,4,2,4,4,2,3,2,5,4,4,4,3,1,3,1,3,3,1,2,5,3,2,1,4,2,4,3,5,4,5,3,4,4,3,2,3,4,2,2,3,3,4,2,3,5,3,2,2,1,2,4,4,4,3,3,3,4,5,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,3.57142857142857,3.75,3.85714285714286
9,6257,"女","1998.09","汉族","硕士（含硕士在读）",7000,5,4,"是","英国","0.6个月",3,3,4,2,3,4,2,2,3,3,3,2,2,4,4,4,4,4,4,4,2,4,4,4,2,2,2,2,4,3,4,2,3,5,4,4,4,2,2,3,4,3,4,1,3,4,3,3,2,3,2,4,3,4,4,2,2,4,4,3,3,3,3,3,3,4,3,3,3,4,2,2,2,2,2,2,2,3,5,3,4,2,3,5,4,4,3,1,-1,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,2,-1,-1,1,1,1,1,1,-1,3,3.71428571428571,3.125,2.57142857142857
9,6207,"女","2002.04","汉族","本科（含本科在读）",4000,5,4,"否","","",1,1,3,4,1,1,5,4,2,2,2,5,1,3,5,4,4,4,4,3,2,3,5,2,3,5,5,5,5,5,1,1,5,5,4,2,5,1,2,4,5,4,1,1,3,4,4,4,2,2,4,1,2,5,2,1,2,3,4,4,4,5,2,2,5,3,4,4,1,5,2,2,4,2,2,3,1,2,5,4,2,2,5,5,2,5,4,2,-2,3,2,2,-3,-2,-3,3,1,-3,-3,-2,-2,-3,-3,-3,2,1,-3,3,-1,3,-2,1.8,2.28571428571429,3.75,4.14285714285714
9,6258,"男","2004.03","汉族","本科（含本科在读）",15000,5,5,"否","","",2,4,2,4,1,4,5,4,2,1,4,5,1,4,4,4,5,5,5,4,5,4,5,3,2,3,5,2,4,3,4,4,3,5,4,4,4,1,4,5,5,4,4,1,3,4,1,2,4,5,4,5,2,4,3,4,2,4,5,3,2,2,2,3,4,3,4,4,2,4,4,3,4,4,4,3,1,5,5,4,2,3,4,4,2,2,4,2,-1,2,2,2,-1,-1,2,-1,2,-1,-1,1,2,2,1,-1,1,2,1,2,1,2,-1,2.2,3.57142857142857,3.875,4.28571428571429
9,6315,"女","1999.03","汉族","硕士（含硕士在读）",10000,4,4,"否","","",2,2,3,2,2,2,2,2,2,1,4,2,2,3,4,2,2,5,3,4,4,2,4,1,1,2,4,2,4,4,2,1,3,4,4,3,5,2,2,3,4,4,4,2,2,5,5,1,1,3,4,4,4,4,4,2,1,5,4,2,4,4,2,2,2,4,4,2,2,2,2,1,2,4,3,1,1,5,4,3,3,2,2,2,4,2,4,2,-1,-2,-2,-1,1,-2,-2,2,-1,-2,1,1,-2,-2,-2,-3,2,1,-2,3,-2,1,-3,2,2.28571428571429,3.125,2.57142857142857
9,6147,"女","1998.03","汉族","硕士（含硕士在读）",10000,5,6,"否","","",2,4,2,1,1,2,2,5,3,4,4,2,2,4,4,4,4,5,4,4,5,4,4,4,4,2,4,5,5,4,4,1,5,5,4,5,5,1,4,4,5,4,3,1,3,3,5,3,3,4,5,1,1,4,2,2,1,2,4,3,3,5,2,2,4,2,5,4,3,4,3,1,4,2,2,3,1,4,4,4,2,1,5,3,3,4,5,1,-1,-1,1,-1,-1,-3,1,-1,-1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,2.4,3.85714285714286,3.5,3.28571428571429
9,6126,"女","199810","汉族","硕士（含硕士在读）",10000,6,5,"否","","",2,2,1,3,1,1,4,4,3,2,1,4,2,4,3,4,3,4,2,4,1,3,4,2,2,2,2,1,5,1,2,3,1,4,1,2,2,2,1,4,2,1,5,1,5,3,1,1,1,1,3,2,2,4,2,3,1,5,4,5,2,1,2,2,4,2,2,3,2,4,3,4,1,4,1,3,2,4,4,4,2,2,3,4,3,3,2,1,-3,-3,-1,3,-1,-3,-3,1,1,-3,-3,-1,-3,-2,-1,-2,-1,1,-2,2,-3,1,-2,2.2,2.57142857142857,2.375,3.14285714285714
9,6300,"男","2004.07","汉族","本科（含本科在读）",7000,6,7,"否","","",3,5,4,4,1,5,2,4,5,4,2,5,1,4,2,5,4,4,2,4,5,5,4,4,4,5,2,5,5,2,4,2,4,4,3,4,4,2,1,4,3,4,3,1,5,2,4,4,3,2,4,2,2,4,3,4,2,4,4,5,3,4,2,4,5,3,4,5,2,4,5,2,4,2,2,4,1,2,5,5,3,2,5,4,4,2,5,3,-2,-1,3,3,-2,-1,-2,2,1,-2,-1,-2,-2,-2,2,-2,1,2,2,2,2,2,-2,2.8,4.42857142857143,2.75,4.57142857142857
9,6273,"女","1999.11","汉族","硕士（含硕士在读）",20000,4,4,"否","","",3,4,3,4,2,2,3,4,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,3,2,1,4,4,4,3,4,2,2,4,2,4,2,2,2,4,5,2,2,4,4,4,2,4,2,3,2,2,4,3,4,4,2,4,3,4,3,4,2,4,3,2,4,2,2,2,2,4,4,4,4,4,3,3,2,2,4,1,-1,-1,2,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,-2,2,1,2,-2,2.8,3.71428571428571,3.625,3.71428571428571
9,6229,"女","1999.08","汉族","硕士（含硕士在读）",13000,6,6,"否","","",2,4,2,2,2,2,4,4,2,3,4,2,1,4,4,4,3,4,4,4,3,5,4,4,2,2,4,2,4,2,4,2,3,4,2,4,3,4,4,4,4,4,4,2,4,4,3,4,3,2,3,3,4,3,2,2,2,4,3,3,4,4,3,4,4,2,3,3,4,4,3,2,2,4,3,2,2,2,4,4,4,4,3,3,2,2,4,1,-2,-1,1,2,-1,-1,1,1,1,-1,-1,1,-1,1,2,1,-1,1,1,2,1,1,-1,2,3.71428571428571,3.5,3
9,612,"男","2000.1","汉族","本科（含本科在读）",10000,4,5,"是","泰国","6",3,3,4,5,1,4,3,3,3,4,3,5,1,4,3,4,4,4,4,5,5,4,4,3,4,5,2,4,4,2,3,1,4,4,2,5,5,3,5,4,2,4,4,4,4,4,4,4,3,3,4,4,2,4,2,5,1,4,4,5,4,4,3,4,4,2,3,4,3,4,5,4,4,2,2,3,3,2,4,4,4,4,4,4,3,2,4,2,-1,2,1,1,1,1,2,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,2.4,3.71428571428571,3.5,4.42857142857143
9,6186,"男","1997.1","汉族","本科（含本科在读）",7000,5,4,"否","","",1,2,2,4,1,2,4,5,1,1,4,5,1,5,2,5,2,3,2,4,4,2,5,1,2,5,2,1,5,2,4,2,4,5,2,4,4,2,1,4,2,4,5,1,4,2,3,1,1,2,4,2,1,5,2,4,1,4,5,4,2,3,2,1,5,1,4,4,1,5,5,1,2,1,1,4,2,4,5,4,1,1,4,4,1,1,4,2,-2,-3,1,1,-3,-2,-3,3,-2,-3,-2,-3,-2,-2,-1,-3,2,2,-1,3,-2,3,-2,1.2,2.28571428571429,2.75,4.71428571428571
9,6168,"男","2001.06","汉族","本科（含本科在读）",5000,4,4,"否","","",3,4,3,4,2,3,4,5,3,4,3,4,2,4,2,5,4,5,4,3,3,4,5,5,2,4,3,2,4,2,4,1,4,5,2,4,5,2,1,4,2,4,2,1,4,2,4,3,2,3,4,3,2,5,2,4,1,3,5,4,2,4,2,1,4,3,4,3,2,5,4,2,2,1,2,2,1,2,4,5,2,1,3,4,2,1,4,2,-2,1,3,1,-2,-1,2,3,2,1,-2,-1,2,1,-1,2,2,3,-2,3,1,3,2,2.8,4.14285714285714,3,4.28571428571429
9,6166,"女","1995.08","汉族","硕士（含硕士在读）",25000,7,7,"否","","",2,3,2,4,2,3,2,4,2,3,2,4,2,3,2,4,4,2,2,4,3,3,4,3,2,4,2,3,4,2,4,2,4,3,2,4,4,2,3,4,2,4,3,2,4,3,4,4,3,2,4,2,2,3,2,3,2,2,4,4,4,4,2,4,4,4,4,4,3,4,4,2,4,3,2,3,2,2,3,4,3,2,4,4,2,2,4,2,-2,-1,1,1,-2,-2,-1,2,1,-1,-2,-2,-2,-1,-1,-1,2,2,-1,2,1,2,-1,2.4,2.85714285714286,2.25,3.85714285714286
9,6209,"男","2000.01","汉族","硕士（含硕士在读）",20000,3,3,"是","英国","0.5个月",2,4,2,2,2,3,3,2,2,2,4,2,2,4,2,4,3,4,4,4,2,2,4,3,2,2,3,2,4,2,4,2,4,4,4,4,4,4,2,4,2,4,4,2,4,4,4,4,2,4,2,2,2,4,2,4,2,4,2,4,4,4,4,2,4,4,4,4,4,4,4,2,2,4,3,2,2,3,4,4,4,2,4,2,2,2,4,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,2.2,3.14285714285714,3,2.57142857142857
